id,target
533,1
534,0
535,1
536,1
537,1
538,0
539,1
540,0
541,0
542,0
543,1
544,1
545,1
546,1
547,1
548,0
549,1
550,1
551,1
552,0
553,0
554,1
555,1
556,0
557,0
558,1
559,1
560,0
561,0
562,0
563,1
564,1
565,1
566,0
567,0
568,0
569,1
570,1
571,0
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,0
581,0
582,0
583,0
584,0
585,1
586,0
587,1
588,0
589,1
590,0
591,0
592,0
593,0
594,1
595,1
596,0
597,0
598,0
599,1
600,1
601,1
602,0
603,0
604,1
605,0
606,0
607,0
608,1
609,1
610,1
611,0
612,1
613,0
614,1
615,1
616,0
617,0
618,0
619,0
620,0
621,1
622,1
623,0
624,0
625,0
626,0
627,1
628,0
629,0
630,1
631,1
632,1
633,0
634,0
635,0
636,1
637,1
638,1
639,1
640,1
641,1
642,0
643,0
644,0
645,1
646,0
647,1
648,1
649,1
650,0
651,0
652,1
653,0
654,0
655,0
656,1
657,0
658,1
659,1
660,0
661,0
662,1
663,1
664,0
665,1
666,0
667,0
668,1
669,0
670,0
671,0
672,1
673,1
674,0
675,0
676,0
677,0
678,1
679,1
680,1
681,0
682,1
683,0
684,0
685,1
686,0
687,1
688,0
689,1
690,1
691,1
692,1
693,0
694,0
695,0
696,1
697,0
698,1
699,1
700,1
701,0
702,1
703,1
704,0
705,1
706,0
707,0
708,0
709,1
710,1
711,1
712,1
713,1
714,0
715,1
716,1
717,0
718,0
719,1
720,1
721,1
722,0
723,0
724,1
725,0
726,1
727,1
728,1
729,1
730,0
731,0
732,0
733,1
734,0
735,1
736,1
737,1
738,1
739,0
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,0
758,0
759,1
760,1
761,1
762,0
763,1
764,1
765,0
766,0
767,0
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,0
777,1
778,1
779,1
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,1
789,0
790,0
791,1
792,0
793,0
794,0
795,1
796,0
797,1
798,1
799,0
800,0
801,1
802,1
803,0
804,1
805,0
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,0
814,0
815,1
816,1
817,0
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,0
827,0
828,1
829,1
830,0
831,1
832,1
833,0
834,1
835,1
836,0
837,0
838,0
839,0
840,0
841,1
842,0
843,1
844,1
845,0
846,0
847,1
848,0
849,1
850,1
851,1
852,0
853,1
854,0
855,1
856,0
857,1
858,1
859,1
860,0
861,0
862,1
863,0
864,0
865,0
866,0
867,1
868,1
869,0
870,1
871,1
872,0
873,0
874,1
875,1
876,1
877,1
878,1
879,1
880,0
881,1
882,0
883,1
884,0
885,1
886,1
887,1
888,0
889,0
890,0
891,1
892,1
893,0
894,0
895,1
896,0
897,0
898,1
899,1
900,0
901,0
902,0
903,0
904,1
905,1
906,1
907,1
908,1
909,0
910,1
911,0
912,0
913,1
914,1
915,0
916,0
917,1
918,0
919,0
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,1
928,0
929,1
930,1
931,1
932,0
933,0
934,0
935,1
936,0
937,1
938,1
939,1
940,0
941,1
942,1
943,1
944,0
945,0
946,0
947,1
948,1
949,0
950,0
951,0
952,0
953,1
954,0
955,0
956,1
957,0
958,1
959,0
960,1
961,1
962,1
963,1
964,1
965,1
966,0
967,1
968,1
969,0
970,0
971,1
972,0
973,1
974,0
975,1
976,0
977,1
978,0
979,1
980,1
981,0
982,1
983,0
984,0
985,1
986,1
987,0
988,1
989,1
990,1
991,1
992,0
993,1
994,0
995,1
996,0
997,1
998,0
999,1
1000,1
1001,1
1002,1
1003,0
1004,1
1005,0
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,1
1022,1
1023,1
1024,0
1025,1
1026,0
1027,0
1028,1
1029,1
1030,0
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,1
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,1
1052,0
1053,1
1054,0
1055,1
1056,0
1057,1
1058,0
1059,0
1060,1
1061,0
1062,1
1063,0
1064,0
1065,1
1066,1
1067,1
1068,0
1069,1
1070,0
1071,1
1072,1
1073,0
1074,1
1075,1
1076,1
1077,0
1078,0
1079,0
1080,1
1081,0
1082,1
1083,1
1084,0
1085,1
1086,1
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,0
1101,1
1102,0
1103,1
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,1
1116,0
1117,0
1118,0
1119,0
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,1
1133,0
1134,0
1135,1
1136,0
1137,1
1138,0
1139,1
1140,0
1141,1
1142,0
1143,1
1144,1
1145,0
1146,1
1147,1
1148,1
1149,1
1150,0
1151,1
1152,1
1153,0
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,0
1162,0
1163,1
1164,1
1165,0
1166,1
1167,1
1168,0
1169,1
1170,0
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,1
1188,0
1189,1
1190,0
1191,0
1192,0
1193,0
1194,1
1195,0
1196,1
1197,1
1198,0
1199,0
1200,0
1201,1
1202,0
1203,1
1204,1
1205,0
1206,0
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,0
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,0
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,0
1253,1
1254,0
1255,1
1256,0
1257,0
1258,1
1259,1
1260,0
1261,0
1262,0
1263,1
1264,0
1265,0
1266,1
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,1
1275,0
1276,1
1277,0
1278,0
1279,0
1280,1
1281,1
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,1
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,0
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,1
1322,1
1323,0
1324,0
1325,1
1326,0
1327,0
1328,1
1329,0
1330,0
1331,1
1332,0
1333,1
1334,0
1335,1
1336,0
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,0
1346,0
1347,0
1348,1
1349,1
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,0
1366,0
1367,0
1368,1
1369,1
1370,1
1371,0
1372,1
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,1
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,0
1398,0
1399,1
1400,1
1401,1
1402,0
1403,0
1404,0
1405,0
1406,1
1407,1
1408,1
1409,0
1410,0
1411,0
1412,1
1413,1
1414,1
1415,0
1416,0
1417,0
1418,1
1419,1
1420,0
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,0
1428,1
1429,0
1430,1
1431,1
1432,1
1433,1
1434,1
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,0
1449,0
1450,1
1451,1
1452,1
1453,1
1454,1
1455,0
1456,0
1457,1
1458,1
1459,0
1460,0
1461,1
1462,0
1463,0
1464,0
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,1
1472,1
1473,1
1474,0
1475,0
1476,0
1477,0
1478,1
1479,0
1480,0
1481,1
1482,0
1483,1
1484,1
1485,0
1486,0
1487,0
1488,0
1489,1
1490,0
1491,0
1492,1
1493,0
1494,0
1495,1
1496,1
1497,1
1498,0
1499,0
1500,0
1501,0
1502,1
1503,0
1504,0
1505,0
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,1
1513,0
1514,1
1515,0
1516,0
1517,1
1518,0
1519,1
1520,0
1521,1
1522,0
1523,0
1524,0
1525,1
1526,1
1527,1
1528,1
1529,1
1530,0
1531,0
1532,1
1533,1
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,0
1551,1
1552,1
1553,0
1554,1
1555,1
1556,1
1557,0
1558,1
1559,0
1560,1
1561,0
1562,0
1563,1
1564,1
1565,0
1566,1
1567,1
1568,0
1569,1
1570,0
1571,1
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,0
1586,0
1587,0
1588,1
1589,1
1590,0
1591,1
1592,0
1593,1
1594,1
1595,0
1596,1
1597,0
1598,1
1599,1
1600,1
1601,1
1602,0
1603,1
1604,1
1605,0
1606,0
1607,1
1608,1
1609,0
1610,0
1611,1
1612,1
1613,1
1614,0
1615,1
1616,0
1617,1
1618,1
1619,1
1620,1
1621,0
1622,0
1623,1
1624,1
1625,1
1626,1
1627,0
1628,1
1629,0
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0
1637,0
1638,1
1639,0
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,0
1652,0
1653,1
1654,1
1655,0
1656,0
1657,0
1658,1
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,0
1677,0
1678,0
1679,0
1680,1
1681,0
1682,0
1683,0
1684,0
1685,1
1686,1
1687,1
1688,1
1689,0
1690,1
1691,0
1692,0
1693,0
1694,0
1695,0
1696,1
1697,1
1698,1
1699,1
1700,0
1701,1
1702,1
1703,1
1704,1
1705,0
1706,1
1707,1
1708,0
1709,1
1710,1
1711,0
1712,1
1713,0
1714,1
1715,0
1716,0
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,0
1728,1
1729,1
1730,0
1731,1
1732,1
1733,0
1734,0
1735,1
1736,1
1737,0
1738,1
1739,1
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,1
1747,0
1748,1
1749,1
1750,0
1751,0
1752,1
1753,0
1754,1
1755,1
1756,1
1757,0
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,0
1765,1
1766,1
1767,1
1768,1
1769,1
1770,0
1771,1
1772,1
1773,1
1774,1
1775,1
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,1
1783,1
1784,1
1785,0
1786,0
1787,1
1788,1
1789,0
1790,0
1791,0
1792,0
1793,0
1794,1
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,1
1807,1
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,1
1818,1
1819,0
1820,0
1821,0
1822,1
1823,1
1824,0
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,0
1844,0
1845,1
1846,0
1847,1
1848,0
1849,1
1850,1
1851,0
1852,1
1853,0
1854,0
1855,1
1856,0
1857,0
1858,1
1859,0
1860,1
1861,0
1862,0
1863,0
1864,1
1865,0
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,0
1876,0
1877,0
1878,1
1879,0
1880,1
1881,0
1882,1
1883,1
1884,0
1885,1
1886,1
1887,0
1888,0
1889,1
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,1
1897,0
1898,1
1899,0
1900,1
1901,0
1902,0
1903,1
1904,1
1905,1
1906,1
1907,1
1908,0
1909,1
1910,0
1911,1
1912,0
1913,1
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,0
1928,1
1929,1
1930,0
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,0
1938,0
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,1
1946,1
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,1
1954,1
1955,1
1956,0
1957,0
1958,0
1959,1
1960,1
1961,0
1962,0
1963,0
1964,1
1965,1
1966,0
1967,1
1968,1
1969,0
1970,0
1971,0
1972,0
1973,1
1974,0
1975,1
1976,0
1977,1
1978,0
1979,1
1980,0
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,1
1997,1
1998,0
1999,0
2000,1
2001,1
2002,1
2003,1
2004,1
2005,1
2006,0
2007,1
2008,1
2009,1
2010,1
2011,0
2012,0
2013,0
2014,1
2015,1
2016,1
2017,1
2018,0
2019,0
2020,1
2021,1
2022,1
2023,0
2024,1
2025,1
2026,1
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,0
2034,1
2035,1
2036,1
2037,0
2038,1
2039,1
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,1
2047,0
2048,0
2049,1
2050,1
2051,0
2052,0
2053,0
2054,1
2055,0
2056,1
2057,0
2058,0
2059,0
2060,1
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,1
2084,1
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,1
2092,1
2093,1
2094,1
2095,0
2096,0
2097,1
2098,0
2099,1
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,0
2109,1
2110,1
2111,1
2112,0
2113,0
2114,0
2115,1
2116,0
2117,0
2118,0
2119,1
2120,1
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,0
2128,1
2129,0
2130,1
2131,0
2132,1
2133,0
2134,1
2135,1
2136,0
2137,0
2138,1
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,1
2151,0
2152,1
2153,0
2154,1
2155,1
2156,0
2157,0
2158,1
2159,1
2160,0
2161,1
2162,1
2163,1
2164,1
2165,1
2166,0
2167,1
2168,1
2169,0
2170,0
2171,0
2172,1
2173,0
2174,0
2175,1
2176,0
2177,1
2178,1
2179,0
2180,1
2181,1
2182,0
2183,0
2184,1
2185,0
2186,0
2187,1
2188,0
2189,0
2190,0
2191,1
2192,1
2193,0
2194,1
2195,1
2196,0
2197,1
2198,0
2199,1
2200,0
2201,0
2202,1
2203,1
2204,1
2205,0
2206,1
2207,1
2208,1
2209,1
2210,0
2211,1
2212,0
2213,0
2214,1
2215,1
2216,1
2217,0
2218,1
2219,0
2220,1
2221,0
2222,1
2223,0
2224,0
2225,0
2226,1
2227,1
2228,0
2229,0
2230,0
2231,1
2232,0
2233,1
2234,0
2235,0
2236,1
2237,1
2238,1
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,1
2247,0
2248,0
2249,0
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,0
2262,1
2263,0
2264,0
2265,0
2266,0
2267,0
2268,1
2269,1
2270,1
2271,0
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,0
2281,0
2282,0
2283,1
2284,1
2285,0
2286,1
2287,1
2288,0
2289,0
2290,1
2291,1
2292,1
2293,1
2294,0
2295,0
2296,0
2297,1
2298,1
2299,1
2300,1
2301,0
2302,0
2303,0
2304,1
2305,1
2306,1
2307,1
2308,1
2309,0
2310,0
2311,0
2312,1
2313,1
2314,1
2315,1
2316,0
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,0
2324,0
2325,1
2326,1
2327,1
2328,1
2329,0
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,0
2338,0
2339,0
2340,1
2341,1
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,0
2349,1
2350,0
2351,1
2352,0
2353,0
2354,1
2355,1
2356,1
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,1
2364,1
2365,0
2366,1
2367,0
2368,1
2369,1
2370,1
2371,0
2372,0
2373,1
2374,0
2375,1
2376,1
2377,1
2378,1
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,1
2389,0
2390,1
2391,0
2392,0
2393,1
2394,0
2395,1
2396,1
2397,0
2398,1
2399,1
2400,0
2401,0
2402,1
2403,0
2404,0
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,0
2412,0
2413,0
2414,0
2415,0
2416,1
2417,0
2418,0
2419,1
2420,1
2421,0
2422,1
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,1
2433,1
2434,1
2435,0
2436,1
2437,1
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,0
2445,0
2446,0
2447,0
2448,1
2449,0
2450,0
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,1
2458,1
2459,0
2460,1
2461,0
2462,1
2463,0
2464,1
2465,1
2466,0
2467,1
2468,0
2469,1
2470,1
2471,1
2472,0
2473,1
2474,0
2475,1
2476,0
2477,1
2478,0
2479,1
2480,0
2481,0
2482,1
2483,1
2484,0
2485,1
2486,0
2487,1
2488,0
2489,0
2490,0
2491,1
2492,0
2493,0
2494,1
2495,1
2496,1
2497,1
2498,0
2499,0
2500,0
2501,1
2502,1
2503,0
2504,1
2505,1
2506,1
2507,0
2508,1
2509,0
2510,0
2511,0
2512,0
2513,1
2514,0
2515,0
2516,0
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,0
2524,0
2525,1
2526,1
2527,1
2528,0
2529,1
2530,1
2531,0
2532,0
2533,0
2534,0
2535,1
2536,1
2537,1
2538,0
2539,1
2540,0
2541,0
2542,0
2543,1
2544,0
2545,1
2546,1
2547,0
2548,1
2549,1
2550,0
2551,1
2552,0
2553,0
2554,0
2555,0
2556,0
2557,1
2558,1
2559,1
2560,0
2561,0
2562,0
2563,1
2564,1
2565,0
2566,1
2567,1
2568,0
2569,0
2570,0
2571,1
2572,0
2573,0
2574,0
2575,0
2576,0
2577,1
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,1
2586,0
2587,1
2588,0
2589,0
2590,1
2591,1
2592,1
2593,1
2594,1
2595,1
2596,0
2597,0
2598,1
2599,1
2600,0
2601,0
2602,0
2603,1
2604,0
2605,1
2606,1
2607,0
2608,1
2609,0
2610,0
2611,1
2612,0
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,0
2620,1
2621,0
2622,0
2623,1
2624,1
2625,1
2626,0
2627,1
2628,0
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,1
2638,0
2639,1
2640,0
2641,0
2642,0
2643,0
2644,0
2645,1
2646,1
2647,0
2648,0
2649,0
2650,1
2651,1
2652,1
2653,0
2654,1
2655,1
2656,0
2657,1
2658,1
2659,1
2660,0
2661,0
2662,0
2663,1
2664,1
2665,1
2666,0
2667,1
2668,0
2669,1
2670,0
2671,0
2672,0
2673,0
2674,0
2675,1
2676,0
2677,0
2678,0
2679,1
2680,0
2681,1
2682,0
2683,0
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,0
2692,1
2693,0
2694,1
2695,1
2696,1
2697,1
2698,1
2699,0
2700,0
2701,0
2702,1
2703,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,0
2710,0
2711,0
2712,1
2713,1
2714,0
2715,0
2716,1
2717,1
2718,0
2719,1
2720,0
2721,0
2722,1
2723,1
2724,0
2725,0
2726,0
2727,0
2728,0
2729,1
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,1
2739,1
2740,0
2741,1
2742,1
2743,1
2744,0
2745,1
2746,1
2747,0
2748,0
2749,1
2750,1
2751,0
2752,1
2753,0
2754,0
2755,0
2756,0
2757,1
2758,1
2759,0
2760,0
2761,1
2762,1
2763,1
2764,1
2765,0
2766,1
2767,1
2768,0
2769,0
2770,1
2771,0
2772,1
2773,1
2774,0
2775,1
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,1
2783,0
2784,0
2785,0
2786,0
2787,0
2788,1
2789,0
2790,1
2791,0
2792,0
2793,1
2794,1
2795,1
2796,1
2797,0
2798,0
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,0
2809,0
2810,0
2811,0
2812,1
2813,0
2814,0
2815,1
2816,1
2817,1
2818,0
2819,0
2820,1
2821,1
2822,1
2823,0
2824,1
2825,1
2826,0
2827,0
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,1
2835,1
2836,0
2837,1
2838,1
2839,1
2840,0
2841,1
2842,0
2843,1
2844,0
2845,0
2846,0
2847,1
2848,1
2849,0
2850,1
2851,1
2852,0
2853,1
2854,1
2855,0
2856,0
2857,1
2858,0
2859,0
2860,0
2861,0
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,0
2870,1
2871,1
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,1
2879,0
2880,0
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,1
2888,0
2889,1
2890,0
2891,0
2892,1
2893,1
2894,1
2895,0
2896,0
2897,0
2898,0
2899,1
2900,1
2901,0
2902,1
2903,0
2904,0
2905,1
2906,1
2907,0
2908,1
2909,0
2910,1
2911,0
2912,1
2913,0
2914,1
2915,1
2916,1
2917,1
2918,1
2919,0
2920,1
2921,1
2922,0
2923,0
2924,1
2925,0
2926,1
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,0
2945,1
2946,0
2947,1
2948,1
2949,0
2950,1
2951,0
2952,0
2953,1
2954,0
2955,0
2956,0
2957,0
2958,1
2959,0
2960,0
2961,1
2962,0
2963,0
2964,1
2965,0
2966,0
2967,1
2968,1
2969,0
2970,1
2971,1
2972,0
2973,0
2974,1
2975,1
2976,1
2977,1
2978,0
2979,0
2980,0
2981,1
2982,1
2983,0
2984,0
2985,1
2986,0
2987,1
2988,0
2989,1
2990,1
2991,0
2992,1
2993,0
2994,0
2995,1
2996,0
2997,0
